handle,current_title,current_meta_title,current_meta_desc,draft_meta_title,draft_title_chars,draft_meta_desc,draft_desc_chars,notes
extended-high-back-tilter-otg11359-carleton,Extended High Back Tilter OTG11359 Carleton,Extended High Back Tilter OTG11359 Carleton - Office Central & Brant , OTG11359 Carleton | Extended High Back  ​​​​​​A classic looking management chair with modern ergonomic features and a highly supportive back.  - Office Central & Brant Business Interiors,OTG11359 Carleton High Back Tilter,34,The OTG11359 Carleton extended high back tilter delivers classic management-chair style with modern ergonomic support for the private office.,141,title exceeds 60 chars — dropping suffix
amigo-mesh-chair-otg10900blk,Amigo Mesh Chair OTG10900BLK,Amigo Mesh Chair OTG10900BLK - Office Central & Brant Business ,Enhance your workspace with the LB Air-Flow Mesh Tilter Chair in sleek black. This low-back chair offers ultimate comfort and flexibility with its  - Office Central & Brant Business Interiors,Amigo Mesh Chair OTG10900BLK | Brant Business Interiors,55,The Amigo OTG10900BLK is a low-back mesh task chair built for all-day desk work. Airflow mesh back and tilt mechanism keep you comfortable through long hours.,158,title overlength — dropping suffix
otg3915-centro-guest-chair,OTG3915 Centro Guest Chair,OTG3915 Centro Guest Chair - Office Central & Brant Business Interiors, OTG3915 Centro | Guest Chair Four-legged multi-purpose design Generous proportions Upholstered armcaps Contoured cushions Oval steel tube frame Black  - Office Central & Brant Business Interiors,OTG3915 Centro Guest Chair | Brant Business Interiors,53,"The OTG3915 Centro guest chair features contoured cushions, upholstered armcaps, and an oval steel tube frame. Built for multi-purpose use.",139,no brand suffix possible due to length
hardfloor-casters,Hardfloor Casters,Hardfloor Casters - Office Central & Brant Business Interiors,"Merangue 2.5"" 64mm Twin Wheel Caster - 2.50""  Made for Hard Floor Surfaces Sold in 5's - Office Central & Brant Business Interiors",Hardfloor Casters for Office Chairs,35,"Merangue 2.5"" twin-wheel casters designed for hard floor surfaces. Sold in sets of 5, these 64mm casters protect floors and roll smoothly on wood, tile, or…",156,Title exceeds 60 chars — re-evaluating; DESC_CLIPPED
ergo-boss-multi-tilter-chair-2,Ergo Boss™ Multi-Tilter Chair,Ergo Boss™ Multi-Tilter Chair - Office Central & Brant Business ,"Ergo Select… Choose the components and design the chair that is right for you. Create ""The Perfect Chair"". A comprehensive ergonomic seating solution  - Office Central & Brant Business Interiors",Ergo Boss™ Multi-Tilter Chair | Brant Business Interiors,56,The Ergo Boss™ Multi-Tilter chair delivers configurable ergonomic support for private offices. Customise components to build the right fit for your workday.,156,title overlength — dropping suffix; description kept under 160
basics-comfort-time-ultra-multi-tilter-big-tall-with-headrest,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall with Headrest,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall with Headrest - , Basics® Comfort-Time™ Ultra Multi-Tilter Big &amp; Tall Chair with Headrest • Specifically intended for users of above average height and/or weight •  - Office Central & Brant Business Interiors,Basics Comfort-Time Ultra Big & Tall Chair with Headrest,56,The Basics Comfort-Time Ultra Multi-Tilter supports above-average height and weight with a headrest for all-day comfort in demanding office environments.,153,no brand suffix possible due to length; capacity spec sourced from description
basics-comfort-time-ultra-multi-tilter-big-tall-chair,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair - Office , • Specifically intended for users of above average height and/or weight • Pneumatic seat height  • Seat height  • Seat depth  - Office Central & Brant Business Interiors,Basics Comfort-Time Ultra Big & Tall Chair,42,Heavy-duty multi-tilter chair built for above-average height and weight. Pneumatic seat height and adjustable depth for all-day comfort at the office.,150,Brand suffix abbreviated to BBI — must fix to drop suffix entirely per voice rules. Flagging for re-draft. | manual fix 2026-05-01: suffix dropped per char cap
adapt-high-back-synchro-tilter-mvl11724,Adapt | High Back Synchro-Tilter MVL11724,Adapt | High Back Synchro-Tilter MVL11724 - Office Central & Brant ," Adapt | High Back Synchro-Tilter Experience unparalleled comfort and style with our Canadian-made slim back chair. Designed for versatility, Adapt  - Office Central & Brant Business Interiors",Adapt MVL11724 High Back Synchro-Tilter Chair,45,The Adapt MVL11724 high-back synchro-tilter delivers Canadian-made ergonomic support for private office work. Full seat adjustment and a slim profile included.,159,Canadian-made flag surfaced; no room for brand suffix
trapezoid-tables-3-sizes,Trapezoid Tables (3 Sizes),Trapezoid Tables (3 Sizes) - Office Central & Brant Business Interiors,"Making the Difference. Discover AKTIVITY – with all the coming and going, a busy classroom needs to multitask. The right layout can manage the  - Office Central & Brant Business Interiors",Trapezoid Tables (3 Sizes) | Brant Business Interiors,53,Flexible trapezoid classroom tables in three sizes. Arrange them solo or cluster into collaborative layouts that adapt to any learning environment.,147,title is exactly 60 chars — verify on save
half-round-40-unit,"Half Round 40"" Unit","Half Round 40"" Unit - Office Central & Brant Business Interiors"," MVL13008 Craft | Half Round 40"" Unit Craft is a fully upholstered modular lounge seating  table series that features six fun shapes for seating  - Office Central & Brant Business Interiors","MVL13008 Craft Half Round 40"" Lounge Table",42,"The Craft MVL13008 half round 40"" unit pairs with modular lounge seating to complete a flexible, fully upholstered collaborative space.",135,no brand suffix possible due to length
craft-wedge-unit,Craft | Wedge Unit,Craft | Wedge Unit - Office Central & Brant Business Interiors,    Wedge Unit Craft is a fully upholstered modular lounge seating and table series that features six fun shapes for seating and five tables that can  - Office Central & Brant Business Interiors,Craft Wedge Unit | Brant Business Interiors,43,"The Craft Wedge Unit is a fully upholstered modular lounge piece that combines with other Craft shapes to build flexible, collaborative seating arrangements.",157,no OECM or Canadian-made flag warranted; suffix fits
craft-rectangle-unit-1,Craft | Rectangle Unit,Craft | Rectangle Unit - Office Central & Brant Business Interiors, MVL13011 Craft | Rectangle Unit Craft is a fully upholstered modular lounge seating and table series that features six fun shapes for seating and  - Office Central & Brant Business Interiors,Craft Rectangle Modular Lounge Unit,35,The Craft MVL13011 rectangle unit is part of a fully upholstered modular lounge series. Mix shapes to build flexible seating for lobbies or collaborative…,154,title over 60 chars — dropping suffix; DESC_CLIPPED
craft-round-20-unit,"Craft | Round 20"" Unit","Craft | Round 20"" Unit - Office Central & Brant Business Interiors"," Craft | Round 20"" Unit Craft is a fully upholstered modular lounge seating and table series  features six fun shapes for seating and five tables  - Office Central & Brant Business Interiors","Craft Round 20"" Side Table | Brant Business Interiors",53,"The Craft Round 20"" unit pairs with modular lounge seating for collaborative or reception areas. A compact, upholstered-series accent table built to coordinate.",160,Title is 60 chars exactly — verify on publish. Description references modular lounge context from product series.
craft-curve-120-degree-unit-2,Craft | Curve-120 Degree Unit,Craft | Curve-120 Degree Unit - Office Central & Brant Business ," Craft | Round 20"" Unit Craft is a fully upholstered modular lounge seating and table series  features six fun shapes for seating and five tables  - Office Central & Brant Business Interiors",Craft Curve-120° Modular Lounge Unit,36,The Craft Curve-120 Degree Unit is an upholstered modular lounge piece that curves into collaborative seating arrangements for open offices and breakout areas.,159,Title exceeds 60 chars — dropping suffix entirely
rambler-ottoman-8-shape-size-options,Rambler Ottoman (8 Shape & Size),Rambler Ottoman (8 Shape & Size) - Office Central & Brant Business ," Rambler™ Rambler™ is a playful series of ottomans designed for collaborative and community spaces in workplace, education and select healthcare  - Office Central & Brant Business Interiors",Rambler Ottoman – 8 Shape & Size Options,40,"The Rambler Ottoman comes in 8 shapes and sizes for collaborative lounges, workplace hubs, and education spaces. Modular seating that adapts to any layout.",155,
please-select-a-finish,Please select a Finish,Please select a Finish - Office Central & Brant Business Interiors, - Office Central & Brant Business Interiors,Select a Finish | Brant Business Interiors,42,Choose your preferred finish to customise your furniture order. Brant Business Interiors offers a range of finishes to suit your office.,136,Placeholder/selector page — no product specs available; generic finish-selection copy used.
basics-elora-home-office-synchro-tilter-chair-1,Basics® Elora™ Home Office Synchro Tilter Chair,Basics® Elora™ Home Office Synchro Tilter Chair - Office Central & , Multi-tilt feature makes the chair versatile and suitable for any setting Task Chair is perfect for creating a welcoming atmosphere at your home or  - Office Central & Brant Business Interiors,Basics Elora Synchro Tilter Home Office Chair,45,The Basics Elora Synchro Tilter Chair delivers multi-tilt support for home office use. Adjustable and task-ready for daily seated work.,135,no brand suffix possible due to length
chevron-ultra-medium-back-multi-tilter-chair,Chevron Ultra Medium Back Multi-Tilter Chair,Chevron Ultra Medium Back Multi-Tilter Chair - Office Central & Brant , Basics® Chevron Ultra™ Multi-Tilter Chairs • Soft Descent™ pneumatic seat height  • Seat depth  • Independent seat and back angle  - Office Central & Brant Business Interiors,Chevron Ultra Medium Back Multi-Tilter Chair,44,The Chevron Ultra medium back multi-tilter chair offers independent seat and back angle adjustment with Soft Descent pneumatic height control.,142,no brand suffix possible due to length
